semantic_id,native_symbol,go_equivalent,rust_api_plan,phase,disposition,prerequisites,adaptation,baseline_evidence,rust_test_id,status
native:C:global:rados_read_op_omap_get_keys2:d1942d4cb6c0,rados_read_op_omap_get_keys2,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_omap_get_keys2:d1942d4cb6c0,planned-not-implemented
native:C:global:rados_read_op_omap_get_vals:4c0423b29fb3,rados_read_op_omap_get_vals,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C:global:rados_read_op_omap_get_vals:4c0423b29fb3,intentional-omission-r12
native:C:global:rados_read_op_omap_get_vals2:c2c2566591dd,rados_read_op_omap_get_vals2,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_omap_get_vals2:c2c2566591dd,implemented-r09
native:C:global:rados_read_op_omap_get_vals_by_keys:dbb15c1f63d3,rados_read_op_omap_get_vals_by_keys,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_omap_get_vals_by_keys:dbb15c1f63d3,implemented-r09
native:C:global:rados_read_op_omap_get_vals_by_keys2:1a3e774d720b,rados_read_op_omap_get_vals_by_keys2,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_omap_get_vals_by_keys2:1a3e774d720b,implemented-r09
native:C:global:rados_read_op_operate:2c02d535f6ca,rados_read_op_operate,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_operate:2c02d535f6ca,implemented-r09
native:C:global:rados_read_op_read:1e7d01090d96,rados_read_op_read,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_read:1e7d01090d96,implemented-r09
native:C:global:rados_read_op_set_flags:ebee62c4584c,rados_read_op_set_flags,rados.ReadOp.SetFlags,Rust equivalent of rados.ReadOp.SetFlags; exact signature frozen in R02/owning phase,R09,port-behavior,replicated pools on certified Ceph 20.2.4,"Exposes the qualified FAILOK sub-operation flag; rejects unknown flags; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 unit and live compound FAILOK tests,R09:native:C:global:rados_read_op_set_flags:ebee62c4584c,implemented-r09
native:C:global:rados_read_op_stat:817f584b631f,rados_read_op_stat,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_stat:817f584b631f,implemented-r09
native:C:global:rados_read_op_stat2:1a67c486c909,rados_read_op_stat2,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_read_op_stat2:1a67c486c909,implemented-r09
native:C:global:rados_release_read_op:1d84b9d6e0a6,rados_release_read_op,automatic Go memory ownership,Rust equivalent of automatic Go memory ownership; exact signature frozen in R02/owning phase,R02,port-behavior,none,"No public deallocator; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and leak tests,R02:native:C:global:rados_release_read_op:1d84b9d6e0a6,implemented-r02
native:C:global:rados_release_write_op:a9af7763bcaa,rados_release_write_op,automatic Go memory ownership,Rust equivalent of automatic Go memory ownership; exact signature frozen in R02/owning phase,R02,port-behavior,none,"No public deallocator; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and leak tests,R02:native:C:global:rados_release_write_op:a9af7763bcaa,implemented-r02
native:C:global:rados_remove:15b2208db32a,rados_remove,rados.ObjectRef.Remove,Rust equivalent of rados.ObjectRef.Remove; exact signature frozen in R02/owning phase,R08,port-behavior,replicated pools on certified Ceph 20.2.4,"Context-aware and returns OpResult version; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 native/Go CRUD and missing-object tests,R08:native:C:global:rados_remove:15b2208db32a,implemented-r08
native:C:global:rados_rmxattr:908899f4f1e1,rados_rmxattr,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_rmxattr:908899f4f1e1,implemented-r09
native:C:global:rados_rollback:7e034686c973,rados_rollback,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C:global:rados_rollback:7e034686c973,intentional-omission-r12
native:C:global:rados_service_register:80d2660c1bff,rados_service_register,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,inherit-native-disposition,completion of prior phases; see SPEC.md,"Outside the v1 scope defined by SPEC.md; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; future explicit qualification,R12:native:C:global:rados_service_register:80d2660c1bff,deferred-r12
native:C:global:rados_service_update_status:2202c6d998f9,rados_service_update_status,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,inherit-native-disposition,completion of prior phases; see SPEC.md,"Outside the v1 scope defined by SPEC.md; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; future explicit qualification,R12:native:C:global:rados_service_update_status:2202c6d998f9,deferred-r12
native:C:global:rados_set_alloc_hint:247b2868a4e2,rados_set_alloc_hint,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live specialized object interoperability tests,R11:native:C:global:rados_set_alloc_hint:247b2868a4e2,implemented-r11
native:C:global:rados_set_alloc_hint2:0458f8a4d66a,rados_set_alloc_hint2,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P10 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 API inventory review; no runtime conformance claim,R11:native:C:global:rados_set_alloc_hint2:0458f8a4d66a,planned-not-implemented
native:C:global:rados_set_osdmap_full_try:e0bc6092a795,rados_set_osdmap_full_try,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C:global:rados_set_osdmap_full_try:e0bc6092a795,intentional-omission-r12
native:C:global:rados_set_pool_full_try:2613f3bdf01e,rados_set_pool_full_try,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P08 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 API inventory review; no runtime conformance claim,R09:native:C:global:rados_set_pool_full_try:2613f3bdf01e,planned-not-implemented
native:C:global:rados_setxattr:ce4fc22d95a6,rados_setxattr,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_setxattr:ce4fc22d95a6,implemented-r09
native:C:global:rados_shutdown:202f7be72754,rados_shutdown,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_shutdown:202f7be72754,adapted-r12
native:C:global:rados_stat:98c5da0f5adf,rados_stat,rados.ObjectRef.Read / rados.ObjectRef.Stat,Rust equivalent of rados.ObjectRef.Read / rados.ObjectRef.Stat; exact signature frozen in R02/owning phase,R07,port-behavior,completion of prior phases; see SPEC.md,"Context-aware reads return Go-owned data and ObjectInfo; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P06 unit and live read/stat tests,R07:native:C:global:rados_stat:98c5da0f5adf,implemented-r07
native:C:global:rados_stat2:37a6a7ea2ca5,rados_stat2,rados.ObjectRef.Read / rados.ObjectRef.Stat,Rust equivalent of rados.ObjectRef.Read / rados.ObjectRef.Stat; exact signature frozen in R02/owning phase,R07,port-behavior,completion of prior phases; see SPEC.md,"Context-aware reads return Go-owned data and ObjectInfo; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P06 unit and live read/stat tests,R07:native:C:global:rados_stat2:37a6a7ea2ca5,implemented-r07
native:C:global:rados_trunc:62bea02d954f,rados_trunc,rados.ObjectRef.Truncate,Rust equivalent of rados.ObjectRef.Truncate; exact signature frozen in R02/owning phase,R08,port-behavior,replicated pools on certified Ceph 20.2.4,"Context-aware and returns OpResult version; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 native/Go CRUD tests,R08:native:C:global:rados_trunc:62bea02d954f,implemented-r08
native:C:global:rados_unlock:14f4dd1df653,rados_unlock,rados lock methods,Rust equivalent of rados lock methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live lock interoperability tests,R10:native:C:global:rados_unlock:14f4dd1df653,implemented-r10
native:C:global:rados_unset_osdmap_full_try:3abcd958c961,rados_unset_osdmap_full_try,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C:global:rados_unset_osdmap_full_try:3abcd958c961,intentional-omission-r12
native:C:global:rados_unset_pool_full_try:79d2d55e2a1c,rados_unset_pool_full_try,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P08 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 API inventory review; no runtime conformance claim,R09:native:C:global:rados_unset_pool_full_try:79d2d55e2a1c,planned-not-implemented
native:C:global:rados_unwatch:71a8f5f83bb0,rados_unwatch,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C:global:rados_unwatch:71a8f5f83bb0,intentional-omission-r12
native:C:global:rados_unwatch2:34fe99cbda49,rados_unwatch2,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C:global:rados_unwatch2:34fe99cbda49,implemented-r10
native:C:global:rados_version:43f565add876,rados_version,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R02,port-behavior,none,"The pure-Go module does not report a linked librados version; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 API inventory review; no runtime conformance claim,R02:native:C:global:rados_version:43f565add876,implemented-r02
native:C:global:rados_wait_for_latest_osdmap:9e3db11f72ad,rados_wait_for_latest_osdmap,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R05,port-behavior,completion of prior phases; see SPEC.md,"No distinct v1 behavior requires this native diagnostic or explicit map wait; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P04 API inventory review; no runtime conformance claim,R05:native:C:global:rados_wait_for_latest_osdmap:9e3db11f72ad,planned-not-implemented
native:C:global:rados_watch:fdd98e6f8be9,rados_watch,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C:global:rados_watch:fdd98e6f8be9,intentional-omission-r12
native:C:global:rados_watch2:a57e4f12a5d7,rados_watch2,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C:global:rados_watch2:a57e4f12a5d7,implemented-r10
native:C:global:rados_watch3:d896814a71a4,rados_watch3,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C:global:rados_watch3:d896814a71a4,implemented-r10
native:C:global:rados_watch_check:3ae5d9373514,rados_watch_check,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C:global:rados_watch_check:3ae5d9373514,implemented-r10
native:C:global:rados_watch_flush:164b94d8d762,rados_watch_flush,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Watch draining and notify reply memory ownership are integrated into Go lifecycle and result semantics; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C:global:rados_watch_flush:164b94d8d762,implemented-r10
native:C:global:rados_write:8813d52e6151,rados_write,rados.ObjectRef.Write,Rust equivalent of rados.ObjectRef.Write; exact signature frozen in R02/owning phase,R08,port-behavior,replicated pools on certified Ceph 20.2.4,"Checked offsets; copied input; returns OpResult version; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 native/Go CRUD tests,R08:native:C:global:rados_write:8813d52e6151,implemented-r08
native:C:global:rados_write_full:7d66e606edc7,rados_write_full,rados.ObjectRef.WriteFull,Rust equivalent of rados.ObjectRef.WriteFull; exact signature frozen in R02/owning phase,R08,port-behavior,replicated pools on certified Ceph 20.2.4,"Atomic full replacement; copied input; returns OpResult version; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P07 native/Go CRUD and benchmark tests,R08:native:C:global:rados_write_full:7d66e606edc7,implemented-r08
native:C:global:rados_write_op_append:2e51c4490449,rados_write_op_append,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_append:2e51c4490449,implemented-r09
native:C:global:rados_write_op_assert_exists:ba58be56923e,rados_write_op_assert_exists,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_assert_exists:ba58be56923e,implemented-r09
native:C:global:rados_write_op_assert_version:94fa771949d9,rados_write_op_assert_version,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_assert_version:94fa771949d9,implemented-r09
native:C:global:rados_write_op_cmpext:3b7a84aef12c,rados_write_op_cmpext,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_cmpext:3b7a84aef12c,implemented-r09
native:C:global:rados_write_op_cmpxattr:3348a1eb6d46,rados_write_op_cmpxattr,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P08 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 API inventory review; no runtime conformance claim,R09:native:C:global:rados_write_op_cmpxattr:3348a1eb6d46,planned-not-implemented
native:C:global:rados_write_op_create:28575a88cf4d,rados_write_op_create,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_create:28575a88cf4d,implemented-r09
native:C:global:rados_write_op_exec:44d55aa46d2c,rados_write_op_exec,rados class execution methods,Rust equivalent of rados class execution methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live class/lock/watch interoperability tests,R10:native:C:global:rados_write_op_exec:44d55aa46d2c,implemented-r10
native:C:global:rados_write_op_omap_clear:534402daa9ca,rados_write_op_omap_clear,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_omap_clear:534402daa9ca,implemented-r09
native:C:global:rados_write_op_omap_cmp:7329504c72cb,rados_write_op_omap_cmp,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_omap_cmp:7329504c72cb,implemented-r09
native:C:global:rados_write_op_omap_cmp2:d12ff933a5ea,rados_write_op_omap_cmp2,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_omap_cmp2:d12ff933a5ea,implemented-r09
native:C:global:rados_write_op_omap_rm_keys:0aff3ab038e2,rados_write_op_omap_rm_keys,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_omap_rm_keys:0aff3ab038e2,implemented-r09
native:C:global:rados_write_op_omap_rm_keys2:66a7614dad75,rados_write_op_omap_rm_keys2,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_omap_rm_keys2:66a7614dad75,implemented-r09
native:C:global:rados_write_op_omap_rm_range2:39baef3f3f0a,rados_write_op_omap_rm_range2,rados.WriteOp.RemoveOMAPRange,Rust equivalent of rados.WriteOp.RemoveOMAPRange; exact signature frozen in R02/owning phase,R09,port-behavior,replicated pools on certified Ceph 20.2.4,"Binary-safe half-open key range in a server-owned compound; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 codec and live metadata tests,R09:native:C:global:rados_write_op_omap_rm_range2:39baef3f3f0a,implemented-r09
native:C:global:rados_write_op_omap_set:19b3402b2bad,rados_write_op_omap_set,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_omap_set:19b3402b2bad,implemented-r09
native:C:global:rados_write_op_omap_set2:dbfaf9e39700,rados_write_op_omap_set2,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_omap_set2:dbfaf9e39700,implemented-r09
native:C:global:rados_write_op_operate:2ec3ced90282,rados_write_op_operate,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_operate:2ec3ced90282,implemented-r09
native:C:global:rados_write_op_operate2:8e4b5c032aa1,rados_write_op_operate2,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_operate2:8e4b5c032aa1,implemented-r09
native:C:global:rados_write_op_remove:1b1747af5b24,rados_write_op_remove,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_remove:1b1747af5b24,implemented-r09
native:C:global:rados_write_op_rmxattr:fa7baf21fdfc,rados_write_op_rmxattr,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_rmxattr:fa7baf21fdfc,implemented-r09
native:C:global:rados_write_op_set_alloc_hint:7c96612cda26,rados_write_op_set_alloc_hint,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live specialized object interoperability tests,R11:native:C:global:rados_write_op_set_alloc_hint:7c96612cda26,implemented-r11
